id,order,x,y,z
1347,0,-2670320.172641666,-4469713.968042694,3671572.7158147176
1347,1,-2670319.825096948,-4469713.510759311,3671573.658117729
1347,2,-2670320.8696475006,-4469713.043890157,3671573.4161418816
1348,0,-2670342.213194984,-4469705.164698691,3671566.762612016
1348,1,-2670341.5397938187,-4469706.186415442,3671566.1172821047
1348,2,-2670341.344124499,-4469705.951232152,3671566.318483325
1349,0,-2670339.612494396,-4469706.843688857,3671577.7713325745
1349,1,-2670337.0973991086,-4469703.252250792,3671572.8062338997
1349,2,-2670336.681429459,-4469703.0893993415,3671573.3209978365
1350,0,-2670324.843901099,-4469700.824149812,3671593.0265184846
1350,1,-2670325.1145588816,-4469700.633104085,3671592.9928838
1350,2,-2670324.5983023136,-4469700.442321317,3671592.4218775365
1351,0,-2670325.1145588816,-4469700.633104085,3671592.9928838
1351,1,-2670325.684426797,-4469701.152706968,3671592.799287759
1351,2,-2670324.5983023136,-4469700.442321317,3671592.4218775365
1352,0,-2670318.5018740594,-4469693.1244163485,3671598.765924836
1352,1,-2670319.453201669,-4469692.808731582,3671598.443033107
1352,2,-2670318.8541008863,-4469693.650125885,3671597.927531376
1353,0,-2670318.0683133285,-4469693.947136833,3671598.205222836
1353,1,-2670318.5018740594,-4469693.1244163485,3671598.765924836
1353,2,-2670318.8541008863,-4469693.650125885,3671597.927531376
1354,0,-2670344.8221117877,-4469709.744768772,3671561.4120074185
1354,1,-2670345.0896867695,-4469708.575121083,3671561.959364381
1354,2,-2670346.0981775136,-4469708.609413816,3671561.32741793
1355,0,-2670328.5284368643,-4469691.619887642,3671593.150750878
1355,1,-2670330.702162451,-4469696.675827759,3671596.2805544916
1355,2,-2670328.349654035,-4469691.147210188,3671593.9897258906
1356,0,-2670330.702162451,-4469696.675827759,3671596.2805544916
1356,1,-2670328.696316734,-4469694.292018185,3671595.1880456638
1356,2,-2670328.349654035,-4469691.147210188,3671593.9897258906
1357,0,-2670328.696316734,-4469694.292018185,3671595.1880456638
1357,1,-2670327.0622045044,-4469691.455777469,3671594.460434822
1357,2,-2670328.349654035,-4469691.147210188,3671593.9897258906
1358,0,-2670329.012800078,-4469690.636834578,3671593.868630763
1358,1,-2670328.5284368643,-4469691.619887642,3671593.150750878
1358,2,-2670328.349654035,-4469691.147210188,3671593.9897258906
1359,0,-2670328.525707642,-4469690.308290907,3671594.6005948433
1359,1,-2670329.012800078,-4469690.636834578,3671593.868630763
1359,2,-2670328.349654035,-4469691.147210188,3671593.9897258906
1360,0,-2670327.0622045044,-4469691.455777469,3671594.460434822
1360,1,-2670327.6553040375,-4469690.5661991555,3671594.9694372485
1360,2,-2670328.349654035,-4469691.147210188,3671593.9897258906
1361,0,-2670327.6553040375,-4469690.5661991555,3671594.9694372485
1361,1,-2670328.525707642,-4469690.308290907,3671594.6005948433
1361,2,-2670328.349654035,-4469691.147210188,3671593.9897258906
1362,0,-2670343.82520171,-4469684.523742124,3671590.52394219
1362,1,-2670341.756735935,-4469684.526607249,3671591.8595471834
1362,2,-2670344.6671491927,-4469684.223696113,3671590.27843795
1363,0,-2670336.899167082,-4469684.835812567,3671595.254544561
1363,1,-2670335.3394376896,-4469684.740657292,3671596.3238209095
1363,2,-2670344.6671491927,-4469684.223696113,3671590.27843795
1364,0,-2670341.756735935,-4469684.526607249,3671591.8595471834
1364,1,-2670336.899167082,-4469684.835812567,3671595.254544561
1364,2,-2670344.6671491927,-4469684.223696113,3671590.27843795
1365,0,-2670311.2915906454,-4469716.807701268,3671575.681462275
1365,1,-2670312.409333249,-4469716.494722353,3671575.338712557
1365,2,-2670311.738446998,-4469717.463017679,3671574.6870582364
1366,0,-2670312.409333249,-4469716.494722353,3671575.338712557
1366,1,-2670312.568478884,-4469717.048946956,3671574.467132192
1366,2,-2670311.738446998,-4469717.463017679,3671574.6870582364
1367,0,-2670312.568478884,-4469717.048946956,3671574.467132192
1367,1,-2670313.158723024,-4469718.4772729045,3671574.7492521447
1367,2,-2670311.738446998,-4469717.463017679,3671574.6870582364
1368,0,-2670331.2610027418,-4469691.842711919,3671590.8205419253
1368,1,-2670331.880138617,-4469691.014938514,3671591.3396455953
1368,2,-2670332.3701982065,-4469691.5671410365,3671590.3005213398
1369,0,-2670344.8048676136,-4469698.346663427,3671583.880281306
1369,1,-2670344.6152459932,-4469698.430094768,3671584.1755311475
1369,2,-2670342.794896805,-4469693.015208834,3671581.1035348116
1370,0,-2670321.426509896,-4469698.220912234,3671591.2325754557
1370,1,-2670320.8976806737,-4469698.290793803,3671591.6338188834
1370,2,-2670321.6175890286,-4469698.12375499,3671591.5920629203
1371,0,-2670329.064336456,-4469702.027052561,3671580.2648031088
1371,1,-2670331.8556486657,-4469706.135312631,3671583.2651600516
1371,2,-2670330.052808672,-4469703.998540083,3671581.969095156
1372,0,-2670315.9089298714,-4469702.365848276,3671591.2606463837
1372,1,-2670316.1326242583,-4469701.289303817,3671591.588913244
1372,2,-2670316.6664623045,-4469702.277898053,3671591.182444218
1373,0,-2670316.1326242583,-4469701.289303817,3671591.588913244
1373,1,-2670316.742516606,-4469701.486852797,3671591.807676578
1373,2,-2670316.6664623045,-4469702.277898053,3671591.182444218
1374,0,-2670315.855371911,-4469703.102582113,3671590.771213874
1374,1,-2670315.9089298714,-4469702.365848276,3671591.2606463837
1374,2,-2670316.6664623045,-4469702.277898053,3671591.182444218
1375,0,-2670312.1634247,-4469706.030506868,3671588.9652241175
1375,1,-2670312.666145525,-4469705.095612729,3671589.0933469236
1375,2,-2670313.7391999275,-4469706.153314256,3671588.5073882844
1376,0,-2670329.874655226,-4469693.004504952,3671590.7800883166
1376,1,-2670333.315844467,-4469697.036513597,3671594.1459378586
1376,2,-2670332.5329141766,-4469695.889614356,3671592.816218882
1377,0,-2670333.315844467,-4469697.036513597,3671594.1459378586
1377,1,-2670333.755163144,-4469697.03121783,3671593.7485410525
1377,2,-2670332.5329141766,-4469695.889614356,3671592.816218882
1378,0,-2670344.6967780385,-4469707.075497774,3671573.817399853
1378,1,-2670344.145450697,-4469706.802132667,3671574.753639076
1378,2,-2670345.238936719,-4469706.349399231,3671574.2691729316
1379,0,-2670344.145450697,-4469706.802132667,3671574.753639076
1379,1,-2670344.318736783,-4469706.555704079,3671574.943709293
1379,2,-2670345.238936719,-4469706.349399231,3671574.2691729316
1380,0,-2670344.318736783,-4469706.555704079,3671574.943709293
1380,1,-2670344.9295796803,-4469705.7123574065,3671575.401263261
1380,2,-2670345.238936719,-4469706.349399231,3671574.2691729316
1381,0,-2670346.1537970635,-4469705.325890432,3671575.104988468
1381,1,-2670346.449464349,-4469706.07815207,3671574.0853133756
1381,2,-2670345.238936719,-4469706.349399231,3671574.2691729316
1382,0,-2670344.9295796803,-4469705.7123574065,3671575.401263261
1382,1,-2670346.1537970635,-4469705.325890432,3671575.104988468
1382,2,-2670345.238936719,-4469706.349399231,3671574.2691729316
1383,0,-2670341.265564641,-4469693.104841647,3671582.221077793
1383,1,-2670341.618579846,-4469692.220988926,3671583.1557586323
1383,2,-2670342.2162120007,-4469692.700276629,3671582.127079025
1384,0,-2670341.618579846,-4469692.220988926,3671583.1557586323
1384,1,-2670342.122358425,-4469692.060842127,3671582.98541941
1384,2,-2670342.2162120007,-4469692.700276629,3671582.127079025
1385,0,-2670339.527517712,-4469695.090023751,3671585.0496087414
1385,1,-2670340.9564845115,-4469697.711917445,3671587.6185069825
1385,2,-2670338.877021759,-4469693.2071033595,3671583.823234113
1386,0,-2670316.8344416823,-4469704.703785238,3671586.486342952
1386,1,-2670315.7027641605,-4469704.452625516,3671587.7632178236
1386,2,-2670316.785385365,-4469704.023227146,3671587.3620459894
1387,0,-2670317.3091148552,-4469704.459316988,3671586.352628253
1387,1,-2670316.8344416823,-4469704.703785238,3671586.486342952
1387,2,-2670316.785385365,-4469704.023227146,3671587.3620459894
1388,0,-2670318.10385738,-4469703.964149731,3671585.99713465
1388,1,-2670317.3091148552,-4469704.459316988,3671586.352628253
1388,2,-2670316.785385365,-4469704.023227146,3671587.3620459894
1389,0,-2670347.2596221934,-4469692.149547201,3671579.0280576698
1389,1,-2670346.0548739294,-4469692.48978712,3671579.2797906753
1389,2,-2670346.51028878,-4469691.721871223,3671579.844804889
1390,0,-2670347.693930503,-4469691.414129944,3671579.309890374
1390,1,-2670347.2596221934,-4469692.149547201,3671579.0280576698
1390,2,-2670346.51028878,-4469691.721871223,3671579.844804889
1391,0,-2670360.7379355216,-4469691.423074865,3671569.8396296115
1391,1,-2670360.08364686,-4469692.255132145,3671569.444399894
1391,2,-2670360.374787325,-4469691.471137566,3671570.095727149
1392,0,-2670359.9951459477,-4469691.056743432,3671571.026633729
1392,1,-2670360.5148178595,-4469690.933818695,3671570.627040831
1392,2,-2670360.374787325,-4469691.471137566,3671570.095727149
1393,0,-2670360.5148178595,-4469690.933818695,3671570.627040831
1393,1,-2670360.7379355216,-4469691.423074865,3671569.8396296115
1393,2,-2670360.374787325,-4469691.471137566,3671570.095727149
1394,0,-2670328.0055522667,-4469703.970600855,3671589.8567381403
1394,1,-2670327.0572154783,-4469704.1590747535,3671590.227651315
1394,2,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1395,0,-2670328.089300925,-4469703.25598142,3671590.677673613
1395,1,-2670328.0055522667,-4469703.970600855,3671589.8567381403
1395,2,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1396,0,-2670327.0572154783,-4469704.1590747535,3671590.227651315
1396,1,-2670326.5362395756,-4469703.632669254,3671591.2579192123
1396,2,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1397,0,-2670326.5362395756,-4469703.632669254,3671591.2579192123
1397,1,-2670327.057469129,-4469703.055050209,3671591.458884606
1397,2,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1398,0,-2670327.057469129,-4469703.055050209,3671591.458884606
1398,1,-2670327.3823951376,-4469702.9887540145,3671591.373386083
1398,2,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1399,0,-2670328.017491471,-4469702.850109886,3671591.1685423935
1399,1,-2670328.089300925,-4469703.25598142,3671590.677673613
1399,2,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1400,0,-2670327.3823951376,-4469702.9887540145,3671591.373386083
1400,1,-2670328.017491471,-4469702.850109886,3671591.1685423935
1400,2,-2670327.5349463373,-4469703.388258931,3671590.7627758416
1401,0,-2670337.2190574114,-4469705.658922012,3671569.773436669
1401,1,-2670337.868413002,-4469704.899955648,3671570.308431774
1401,2,-2670338.31525979,-4469705.4039674355,3671569.358798003
1402,0,-2670338.651384056,-4469705.8086445285,3671568.5401873263
1402,1,-2670338.4549372885,-4469706.004419278,3671568.5317590595
1402,2,-2670338.31525979,-4469705.4039674355,3671569.358798003
1403,0,-2670340.1432315963,-4469704.674265816,3671568.834047622
1403,1,-2670338.651384056,-4469705.8086445285,3671568.5401873263
1403,2,-2670338.31525979,-4469705.4039674355,3671569.358798003
1404,0,-2670339.327536969,-4469704.299053352,3671569.877159835
1404,1,-2670340.1432315963,-4469704.674265816,3671568.834047622
1404,2,-2670338.31525979,-4469705.4039674355,3671569.358798003
1405,0,-2670333.7418520222,-4469707.083972402,3671571.374522854
1405,1,-2670334.081506805,-4469706.083731249,3671571.7685904996
1405,2,-2670334.5425374587,-4469707.108558679,3671570.852640414
1406,0,-2670334.081506805,-4469706.083731249,3671571.7685904996
1406,1,-2670334.9448663956,-4469705.791582622,3671571.290761682
1406,2,-2670334.5425374587,-4469707.108558679,3671570.852640414
1407,0,-2670334.9448663956,-4469705.791582622,3671571.290761682
1407,1,-2670335.2843625033,-4469707.241006017,3671570.1391992746
1407,2,-2670334.5425374587,-4469707.108558679,3671570.852640414
1408,0,-2670339.678226163,-4469702.626983285,3671583.2203462557
1408,1,-2670339.7920267116,-4469702.979005489,3671582.5051227636
1408,2,-2670339.1756405975,-4469703.318902688,3671582.6776603037
1409,0,-2670338.705629379,-4469703.329187532,3671583.004825058
1409,1,-2670339.678226163,-4469702.626983285,3671583.2203462557
1409,2,-2670339.1756405975,-4469703.318902688,3671582.6776603037
1410,0,-2670339.7920267116,-4469702.979005489,3671582.5051227636
1410,1,-2670339.7194048245,-4469703.768612781,3671581.671842413
1410,2,-2670339.1756405975,-4469703.318902688,3671582.6776603037
1411,0,-2670318.5144264433,-4469690.797075311,3671601.640337262
1411,1,-2670318.818265856,-4469690.014844624,3671602.297628714
1411,2,-2670319.100562235,-4469690.022988569,3671601.945609807
1412,0,-2670319.20840078,-4469690.4459568225,3671601.356211271
1412,1,-2670318.5144264433,-4469690.797075311,3671601.640337262
1412,2,-2670319.100562235,-4469690.022988569,3671601.945609807
1413,0,-2670319.830494996,-4469690.176626879,3671601.301522227
1413,1,-2670319.20840078,-4469690.4459568225,3671601.356211271
1413,2,-2670319.100562235,-4469690.022988569,3671601.945609807
1414,0,-2670319.453201669,-4469692.808731582,3671598.443033107
1414,1,-2670319.596524073,-4469693.324162326,3671597.7507341164
1414,2,-2670319.290754353,-4469693.550092949,3671597.681176043
1415,0,-2670318.8541008863,-4469693.650125885,3671597.927531376
1415,1,-2670319.453201669,-4469692.808731582,3671598.443033107
1415,2,-2670319.290754353,-4469693.550092949,3671597.681176043
1416,0,-2670319.596524073,-4469693.324162326,3671597.7507341164
1416,1,-2670319.4500976596,-4469694.036821976,3671597.0638354653
1416,2,-2670319.290754353,-4469693.550092949,3671597.681176043
1417,0,-2670319.4500976596,-4469694.036821976,3671597.0638354653
1417,1,-2670318.8541008863,-4469693.650125885,3671597.927531376
1417,2,-2670319.290754353,-4469693.550092949,3671597.681176043
1418,0,-2670350.1412128457,-4469704.259088602,3671573.669446054
1418,1,-2670348.4027909,-4469699.448467075,3671569.2719897013
1418,2,-2670347.501779707,-4469699.693704761,3671569.6091743293
1419,0,-2670349.0463298233,-4469701.298812076,3671572.132130427
1419,1,-2670348.4027909,-4469699.448467075,3671569.2719897013
1419,2,-2670347.501779707,-4469699.693704761,3671569.6091743293
1420,0,-2670309.0336707104,-4469704.783803462,3671591.9913334167
1420,1,-2670310.752169995,-4469704.431854945,3671592.0908641424
1420,2,-2670309.5053147273,-4469705.033506291,3671591.365872336
1421,0,-2670310.752169995,-4469704.431854945,3671592.0908641424
1421,1,-2670310.363508734,-4469704.683953925,3671591.133955018
1421,2,-2670309.5053147273,-4469705.033506291,3671591.365872336
1422,0,-2670310.363508734,-4469704.683953925,3671591.133955018
1422,1,-2670310.49794613,-4469704.909879704,3671590.780888842
1422,2,-2670309.5053147273,-4469705.033506291,3671591.365872336
1423,0,-2670310.49794613,-4469704.909879704,3671590.780888842
1423,1,-2670309.3276792136,-4469705.308257309,3671591.092868217
1423,2,-2670309.5053147273,-4469705.033506291,3671591.365872336
1424,0,-2670359.7097855406,-4469684.013254704,3671579.819441188
1424,1,-2670359.274032077,-4469683.783797495,3671580.446320575
1424,2,-2670360.0192162218,-4469683.518818366,3671580.2455980917
1425,0,-2670359.274032077,-4469683.783797495,3671580.446320575
1425,1,-2670359.470144432,-4469683.093715072,3671581.104567311
1425,2,-2670360.0192162218,-4469683.518818366,3671580.2455980917
1426,0,-2670339.4370535277,-4469697.117791705,3671587.240836318
1426,1,-2670337.5295407837,-4469694.278016331,3671583.743671124
1426,2,-2670339.791735522,-4469698.567060009,3671587.616012055
1427,0,-2670350.9986364394,-4469692.218889331,3671576.2598772105
1427,1,-2670350.068890264,-4469692.507151748,3671576.427592008
1427,2,-2670350.5277801594,-4469691.689534271,3671577.0501982323
1428,0,-2670350.068890264,-4469692.507151748,3671576.427592008
1428,1,-2670349.678846869,-4469691.8909905,3671577.5409022197
1428,2,-2670350.5277801594,-4469691.689534271,3671577.0501982323
1429,0,-2670349.678846869,-4469691.8909905,3671577.5409022197
1429,1,-2670350.140234057,-4469691.203433629,3671577.9353227615
1429,2,-2670350.5277801594,-4469691.689534271,3671577.0501982323
1430,0,-2670351.5448413296,-4469691.3355456665,3671576.950701821
1430,1,-2670350.9986364394,-4469692.218889331,3671576.2598772105
1430,2,-2670350.5277801594,-4469691.689534271,3671577.0501982323
1431,0,-2670361.609007771,-4469691.0238708025,3671569.779363829
1431,1,-2670360.7379355216,-4469691.423074865,3671569.8396296115
1431,2,-2670361.3890584605,-4469690.523383421,3671570.6471694415
1432,0,-2670360.7379355216,-4469691.423074865,3671569.8396296115
1432,1,-2670360.5148178595,-4469690.933818695,3671570.627040831
1432,2,-2670361.3890584605,-4469690.523383421,3671570.6471694415
1433,0,-2670362.0342828976,-4469690.336879583,3671570.2337432643
1433,1,-2670361.609007771,-4469691.0238708025,3671569.779363829
1433,2,-2670361.3890584605,-4469690.523383421,3671570.6471694415
1434,0,-2670365.0694766715,-4469686.206845505,3671573.7433174183
1434,1,-2670365.3890489447,-4469685.241243951,3671573.8681412935
1434,2,-2670365.6279793335,-4469685.220433361,3671573.617015154
1435,0,-2670345.129344789,-4469701.307710593,3671580.704299922
1435,1,-2670344.599699152,-4469700.805777251,3671581.745794218
1435,2,-2670346.2775807716,-4469700.1735894205,3671581.159740454
1436,0,-2670346.323063397,-4469699.488998659,3671581.885635256
1436,1,-2670346.88835343,-4469699.33181541,3671581.6672672443
1436,2,-2670346.2775807716,-4469700.1735894205,3671581.159740454
1437,0,-2670346.88835343,-4469699.33181541,3671581.6672672443
1437,1,-2670347.1221246095,-4469699.969854594,3671580.81316886
1437,2,-2670346.2775807716,-4469700.1735894205,3671581.159740454
1438,0,-2670347.1221246095,-4469699.969854594,3671580.81316886
1438,1,-2670346.788786753,-4469700.723893466,3671580.176728517
1438,2,-2670346.2775807716,-4469700.1735894205,3671581.159740454
1439,0,-2670344.599699152,-4469700.805777251,3671581.745794218
1439,1,-2670344.9164623003,-4469700.004503177,3671582.347678061
1439,2,-2670346.2775807716,-4469700.1735894205,3671581.159740454
1440,0,-2670344.9164623003,-4469700.004503177,3671582.347678061
1440,1,-2670346.323063397,-4469699.488998659,3671581.885635256
1440,2,-2670346.2775807716,-4469700.1735894205,3671581.159740454
1441,0,-2670352.374273716,-4469698.057921224,3671568.0666953544
1441,1,-2670351.703780746,-4469698.970089233,3671567.430814801
1441,2,-2670351.315375181,-4469698.4465236515,3671568.379144878
1442,0,-2670351.703780746,-4469698.970089233,3671567.430814801
1442,1,-2670351.2029480017,-4469699.13981449,3671567.7429238535
1442,2,-2670351.315375181,-4469698.4465236515,3671568.379144878
1443,0,-2670350.604177124,-4469708.772758954,3671558.323253627
1443,1,-2670351.5089598396,-4469708.774131082,3671557.754222893
1443,2,-2670350.57401257,-4469709.2045530975,3671557.8574370155
1444,0,-2670308.543632995,-4469709.842516898,3671586.1070900117
1444,1,-2670309.269395377,-4469709.089420582,3671586.527957537
1444,2,-2670309.3319327687,-4469709.65947962,3671585.6897599096
1445,0,-2670309.269395377,-4469709.089420582,3671586.527957537
1445,1,-2670309.8976670066,-4469709.0631213095,3671586.0194374667
1445,2,-2670309.3319327687,-4469709.65947962,3671585.6897599096
1446,0,-2670320.955731272,-4469710.481110755,3671576.5221687616
1446,1,-2670320.443649832,-4469711.358024079,3671575.6935273036
1446,2,-2670320.159193572,-4469710.663089567,3671576.739428855
1447,0,-2670315.3213712014,-4469709.868729108,3671581.005500315
1447,1,-2670314.943724054,-4469710.574008081,3671580.494585374
1447,2,-2670314.3198461877,-4469710.037635873,3671581.6630842024
1448,0,-2670349.344385097,-4469701.080169128,3671577.8820859953
1448,1,-2670350.1588516827,-4469700.239529507,3671578.223787823
1448,2,-2670349.9339620825,-4469700.94203343,3671577.623135165
1449,0,-2670350.1588516827,-4469700.239529507,3671578.223787823
1449,1,-2670351.519346263,-4469700.334251412,3671577.1262249136
1449,2,-2670349.9339620825,-4469700.94203343,3671577.623135165
1450,0,-2670339.223292839,-4469698.154432951,3671588.6466415925
1450,1,-2670336.120866796,-4469694.407759302,3671584.7600775375
1450,2,-2670338.574553126,-4469698.271508214,3671588.8701526383
1451,0,-2670337.340531948,-4469695.863503833,3671587.7674948517
1451,1,-2670339.223292839,-4469698.154432951,3671588.6466415925
1451,2,-2670338.574553126,-4469698.271508214,3671588.8701526383
1452,0,-2670318.5018740594,-4469693.1244163485,3671598.765924836
1452,1,-2670317.727944209,-4469693.202245831,3671599.3346487894
1452,2,-2670318.0389797706,-4469692.999973124,3671599.2854165793
1453,0,-2670317.727944209,-4469693.202245831,3671599.3346487894
1453,1,-2670317.5427787076,-4469692.4027325325,3671600.4179878444
1453,2,-2670318.0389797706,-4469692.999973124,3671599.2854165793
1454,0,-2670317.5427787076,-4469692.4027325325,3671600.4179878444
1454,1,-2670318.4785692217,-4469692.193259872,3671600.0297096013
1454,2,-2670318.0389797706,-4469692.999973124,3671599.2854165793
1455,0,-2670344.691072678,-4469692.409442745,3671580.396904443
1455,1,-2670345.1254429654,-4469691.44228259,3671581.1662389264
1455,2,-2670345.421460892,-4469691.621724691,3671580.700807736
1456,0,-2670344.8151823683,-4469696.9178867685,3671581.2299224623
1456,1,-2670342.8873673896,-4469694.3927115025,3671579.543695098
1456,2,-2670345.9590133494,-4469698.496818178,3671583.0548143038
1457,0,-2670346.4242981593,-4469698.554899916,3671582.717491416
1457,1,-2670344.8151823683,-4469696.9178867685,3671581.2299224623
1457,2,-2670345.9590133494,-4469698.496818178,3671583.0548143038
1458,0,-2670331.995733668,-4469705.543302973,3671585.00275197
1458,1,-2670332.627486819,-4469704.734956644,3671585.489250189
1458,2,-2670332.271805492,-4469705.524071036,3671584.7056081844
1459,0,-2670329.311651066,-4469701.836763859,3671580.2471189867
1459,1,-2670329.064336456,-4469702.027052561,3671580.2648031088
1459,2,-2670332.271805492,-4469705.524071036,3671584.7056081844
1460,0,-2670340.0349285295,-4469691.5178792365,3671584.908406813
1460,1,-2670340.1179365646,-4469690.946125671,3671585.4707348165
1460,2,-2670340.9623817476,-4469691.262227796,3671584.6856405926
1461,0,-2670349.257307555,-4469703.483032096,3671563.8620117186
1461,1,-2670350.025809504,-4469702.6845221035,3671564.2723580943
1461,2,-2670349.5443664356,-4469703.541934868,3671563.6524702255
1462,0,-2670350.025809504,-4469702.6845221035,3671564.2723580943
1462,1,-2670350.1847169506,-4469703.275642596,3671563.3736055586
1462,2,-2670349.5443664356,-4469703.541934868,3671563.6524702255
1463,0,-2670349.0200746977,-4469704.327203831,3671562.9607536006
1463,1,-2670349.257307555,-4469703.483032096,3671563.8620117186
1463,2,-2670349.5443664356,-4469703.541934868,3671563.6524702255
1464,0,-2670349.7210301347,-4469704.163198785,3671562.790813424
1464,1,-2670349.0200746977,-4469704.327203831,3671562.9607536006
1464,2,-2670349.5443664356,-4469703.541934868,3671563.6524702255
1465,0,-2670350.1847169506,-4469703.275642596,3671563.3736055586
1465,1,-2670349.7210301347,-4469704.163198785,3671562.790813424
1465,2,-2670349.5443664356,-4469703.541934868,3671563.6524702255
1466,0,-2670321.481158861,-4469716.723732821,3671568.645254108
1466,1,-2670321.203799053,-4469717.526146126,3671567.8753100825
1466,2,-2670320.6671007653,-4469717.324756962,3671568.5411832025
1467,0,-2670320.2993749594,-4469717.103255285,3671568.9538092916
1467,1,-2670321.481158861,-4469716.723732821,3671568.645254108
1467,2,-2670320.6671007653,-4469717.324756962,3671568.5411832025
1468,0,-2670320.0060974034,-4469717.733229837,3671568.3693430903
1468,1,-2670320.2993749594,-4469717.103255285,3671568.9538092916
1468,2,-2670320.6671007653,-4469717.324756962,3671568.5411832025
1469,0,-2670321.203799053,-4469717.526146126,3671567.8753100825
1469,1,-2670320.0060974034,-4469717.733229837,3671568.3693430903
1469,2,-2670320.6671007653,-4469717.324756962,3671568.5411832025
1470,0,-2670339.829822136,-4469708.471051777,3671565.712946696
1470,1,-2670339.0203914368,-4469708.63990142,3671566.1627105605
1470,2,-2670339.2423867066,-4469708.109726711,3671566.349757321
1471,0,-2670340.0843528532,-4469707.218981141,3671566.144819015
1471,1,-2670339.829822136,-4469708.471051777,3671565.712946696
1471,2,-2670339.2423867066,-4469708.109726711,3671566.349757321
1472,0,-2670339.4825903345,-4469706.914600784,3671566.8958743443
1472,1,-2670340.0843528532,-4469707.218981141,3671566.144819015
1472,2,-2670339.2423867066,-4469708.109726711,3671566.349757321
1473,0,-2670339.0203914368,-4469708.63990142,3671566.1627105605
1473,1,-2670338.406813185,-4469708.506438236,3671566.888371013
1473,2,-2670339.2423867066,-4469708.109726711,3671566.349757321
1474,0,-2670325.6426048246,-4469692.724240896,3671594.090432147
1474,1,-2670326.0458480073,-4469692.917505263,3671593.3926121267
1474,2,-2670325.393275662,-4469693.834152944,3671593.7230646415
1475,0,-2670326.0458480073,-4469692.917505263,3671593.3926121267
1475,1,-2670328.7535501877,-4469698.06558535,3671596.146104187
1475,2,-2670325.393275662,-4469693.834152944,3671593.7230646415
1476,0,-2670324.5969244936,-4469692.904021869,3671594.369437152
1476,1,-2670325.6426048246,-4469692.724240896,3671594.090432147
1476,2,-2670325.393275662,-4469693.834152944,3671593.7230646415
1477,0,-2670324.557788576,-4469693.638587838,3671594.252266757
1477,1,-2670324.5969244936,-4469692.904021869,3671594.369437152
1477,2,-2670325.393275662,-4469693.834152944,3671593.7230646415
1478,0,-2670324.7822658755,-4469694.305601828,3671593.0070670336
1478,1,-2670324.557788576,-4469693.638587838,3671594.252266757
1478,2,-2670325.393275662,-4469693.834152944,3671593.7230646415
1479,0,-2670334.4620208023,-4469704.75221366,3671572.8274251367
1479,1,-2670335.449192202,-4469704.991118781,3671571.9289026563
1479,2,-2670334.5128396438,-4469705.4594397545,3671572.0909505924
1480,0,-2670334.9448663956,-4469705.791582622,3671571.290761682
1480,1,-2670334.081506805,-4469706.083731249,3671571.7685904996
1480,2,-2670334.5128396438,-4469705.4594397545,3671572.0909505924
1481,0,-2670335.449192202,-4469704.991118781,3671571.9289026563
1481,1,-2670334.9448663956,-4469705.791582622,3671571.290761682
1481,2,-2670334.5128396438,-4469705.4594397545,3671572.0909505924
1482,0,-2670325.6765410923,-4469702.527954012,3671581.8650265713
1482,1,-2670330.108869938,-4469706.413040016,3671585.158849529
1482,2,-2670325.9945984106,-4469703.108350949,3671580.8988064267
1483,0,-2670330.108869938,-4469706.413040016,3671585.158849529
1483,1,-2670327.0266952375,-4469702.754122841,3671580.6332646883
1483,2,-2670325.9945984106,-4469703.108350949,3671580.8988064267
1484,0,-2670327.0266952375,-4469702.754122841,3671580.6332646883
1484,1,-2670326.1999143804,-4469703.704254054,3671580.1680490384
1484,2,-2670325.9945984106,-4469703.108350949,3671580.8988064267
1485,0,-2670326.1999143804,-4469703.704254054,3671580.1680490384
1485,1,-2670325.444648607,-4469703.712905664,3671580.616917083
1485,2,-2670325.9945984106,-4469703.108350949,3671580.8988064267
1486,0,-2670343.9450595505,-4469688.975232944,3671585.347962259
1486,1,-2670344.981704068,-4469688.4366547195,3671585.060202058
1486,2,-2670344.5703290715,-4469689.410926442,3671584.52478585
1487,0,-2670304.8777061594,-4469719.687320262,3671576.9025319912
1487,1,-2670302.7483318667,-4469718.417595994,3671580.2529353583
1487,2,-2670303.4883060344,-4469718.957921825,3671580.395084963
1488,0,-2670302.7483318667,-4469718.417595994,3671580.2529353583
1488,1,-2670304.1785176587,-4469718.839854157,3671580.9720375403
1488,2,-2670303.4883060344,-4469718.957921825,3671580.395084963
1489,0,-2670304.1785176587,-4469718.839854157,3671580.9720375403
1489,1,-2670304.3524204083,-4469717.859772463,3671579.7684975984
1489,2,-2670303.4883060344,-4469718.957921825,3671580.395084963
1490,0,-2670321.451675508,-4469715.795809924,3671569.7368540047
1490,1,-2670320.378364775,-4469715.772928476,3671570.436378723
1490,2,-2670321.490427138,-4469715.3572067665,3671570.1528731394
1491,0,-2670317.2237990624,-4469714.973687395,3671573.7685556486
1491,1,-2670317.6255749087,-4469714.47408312,3671574.1169722266
